company_name,fund_name,initial_date,m_strategy,pbs,setting,total_net_profit,modified_base,june_perf,week_perf,pday_perf,perf_2019,year_conv_perf,cum_perf
지브이에이,지브이에이 Saber-G 전문투자형사모투자신탁 Class A,2017-05-11,Multi-Strategy,미래에셋대우,264,292,"1,185.10",2.77,0.65,0.06,10.93,8.76,18.51
지브이에이,지브이에이 Saber-V 전문투자형사모투자신탁 Class A,2017-05-11,Multi-Strategy,미래에셋대우,130,147,"1,235.40",3.32,0.82,-0.06,13.26,11.14,23.54
쿼터백,쿼터백 멀티에셋 전문투자형 사모투자신탁 제1호 Class C-S,2017-03-21,Multi-Strategy,한투증권,10,10,"1,061.14",2.65,0.87,0.48,3.23,2.72,6.11
트리니티,트리니티 멀티스트레티지 전문투자형 사모투자신탁 제2호 종류C,2017-02-01,Multi-Strategy,한투증권,141,89,"1,001.44",2.31,1.88,0.89,11.35,0.06,0.14
트리니티,트리니티 멀티스트레티지 전문투자형 사모투자신탁 제3호 종류C-S,2017-02-06,Multi-Strategy,한투증권,121,86,"1,623.32",0.00,0.00,0.00,56.41,26.30,62.33
트리니티,트리니티 멀티스트레티지 전문투자형 사모투자신탁제1호 종류C,2016-08-04,Multi-Strategy,한투증권,317,251,"1,785.96",2.31,1.86,0.89,15.89,27.30,78.60
페트라,페트라 글로벌 알파 멀티스트래티지 전문투자형 사모투자신탁 제1호 종류 C-S,2016-06-28,Multi-Strategy,한투증권,12,13,"1,335.66",5.88,1.29,0.56,12.94,11.26,33.57
페트라,페트라 코리아 IPO 헤라 전문투자형 사모투자신탁 제1호 종류 A,2016-06-03,Multi-Strategy,미래에셋대우,3,3,917.68,-0.05,-0.02,-0.01,-8.23,-2.70,-8.23
페트라,페트라 코리아 거버넌스 포커스 전문투자형 사모투자신탁 제1호 종류 C-S,2017-11-17,Multi-Strategy,미래에셋대우,56,40,724.39,2.77,2.01,0.94,-8.34,-17.31,-27.56
페트라,페트라 코리아 델타 멀티스트래티지 전문투자형 사모투자신탁 제1호 종류 C-S,2016-08-02,Multi-Strategy,삼성증권,34,29,"1,042.85",3.21,0.69,-0.31,3.82,1.49,4.28
페트라,페트라 코리아 밸류 멀티스트래티지 전문투자형 사모투자신탁 제1호 종류 C,2016-05-02,Multi-Strategy,삼성증권,96,83,"1,055.96",3.07,0.65,-0.44,3.88,1.78,5.60
포커스,포커스 N2 제우스 슈퍼리치 전문투자형 사모증권투자신탁 제1호,2017-07-14,Multi-Strategy,미래에셋대우,40,44,"1,110.72",2.69,0.11,0.98,8.53,5.72,11.07
포커스,포커스 Y2 이글 슈퍼리치 전문투자형 사모증권투자신탁 제1호,2017-06-30,Multi-Strategy,미래에셋대우,15,17,"1,154.56",2.36,0.24,0.99,7.97,7.82,15.46
하이자산,하이 힘센 멀티스트래티지 전문사모 투자신탁 1호 C-S,2015-06-29,Multi-Strategy,한투증권,36,31,888.80,-4.90,-0.57,0.00,0.92,-2.79,-11.12
한&파트너스,한&파트너스 H 전문투자형사모투자신탁 클래스 C-S,2016-08-29,Multi-Strategy,미래에셋대우,25,28,"1,649.50",6.33,2.29,0.02,18.31,23.11,64.95
한&파트너스,한&파트너스 스카이 전문투자형사모투자신탁,2017-04-10,Multi-Strategy,삼성증권,136,134,"1,190.25",1.60,0.05,0.16,3.93,8.66,19.03
NH투자증권,NH 앱솔루트 리턴 전문투자형 사모투자신탁 제1호(종류 C-S),2016-08-08,Multi-asset,삼성증권,"6,075","6,399","1,191.03",1.17,0.57,0.16,5.61,6.66,19.10
엔에이치아문디,NH-Amundi 글로벌 다이나믹 전문투자형 사모투자신탁 Class Cs,2019-05-13,Multi-asset,미래에셋대우,61,63,"1,036.33",2.00,0.60,-0.21,3.63,34.00,3.63
엔에이치아문디,NH-Amundi 글로벌 멀티 전문투자형 사모투자신탁 Class Cs,2018-11-23,Multi-asset,한투증권,105,110,"1,046.88",0.74,0.53,-0.17,6.17,8.15,4.69
엔에이치아문디,NH-Amundi 대형주롱숏 전문투자형 사모투자신탁 Class Cs,2019-03-08,Multi-asset,KB증권,100,100,999.82,-0.88,-0.80,0.01,-0.02,-0.06,-0.02
엔에이치아문디,NH-Amundi 펀더멘털롱숏 전문투자형 사모투자신탁 Class Cs,2019-03-27,Multi-asset,한투증권,111,111,999.02,0.05,-0.09,0.16,-0.10,-0.42,-0.10
피티알,PTR ET 디스커버리 전문투자형 사모투자신탁,2019-01-23,Multi-asset,NH투자,48,47,999.32,-0.01,0.00,-0.01,-0.07,-0.17,-0.07
타임폴리오,타임폴리오 The Time-M 전문투자형사모투자신탁 종류 C-S,2016-05-17,Multi,삼성증권,"1,284","1,261","1,313.52",-0.13,-0.62,-0.49,3.73,10.13,31.35
오라이언,오라이언 메자닌 멀티스트래티지 전문투자형 사모투자신탁 제1호(Class C-S),2016-06-20,"Mezzanine
Multi-Strategy",미래에셋대우,158,159,"1,106.67",-5.07,-5.24,-0.14,-2.56,3.55,10.67
LK,LK 메자닌 전문투자형 사모투자신탁 제1호 C클래스,2016-09-21,Mezzanine,미래에셋대우,58,44,775.52,21.33,16.61,6.17,17.23,-8.17,-22.45
피티알,PTR 신기술 메자닌 전문투자형 사모 투자신탁 1호,2018-02-13,Mezzanine,한투증권,39,39,"1,000.81",-0.08,-0.03,-0.01,0.87,0.06,0.08
피티알,PTR 신기술 메자닌 전문투자형 사모투자신탁 2호,2018-06-26,Mezzanine,NH투자,65,65,994.92,-0.03,-0.01,0.00,-0.25,-0.52,-0.51
라이노스,라이노스 글로벌메자닌플러스 전문투자형 사모투자신탁 제1호 Class A,2017-08-10,Mezzanine,NH투자,271,301,"1,123.31",2.25,0.27,0.06,6.26,6.62,12.33
라이노스,라이노스 메자닌 전문투자형 사모증권투자신탁 제3호 Class C-I,2016-07-20,Mezzanine,NH투자,40,39,980.68,0.66,0.45,0.08,3.13,-0.66,-1.93
라이노스,라이노스 메자닌 전문투자형 사모증권투자신탁 제4호 Class A,2018-04-25,Mezzanine,미래에셋대우,92,99,"1,101.11",3.46,0.25,0.15,2.87,8.75,10.11
라이노스,라이노스 메자닌플러스 전문투자형 사모투자신탁,2019-03-22,Mezzanine,미래에셋대우,35,34,974.90,0.48,-0.69,-0.50,-2.51,-10.07,-2.51
라이노스,라이노스 메자닌플러스 전문투자형 사모투자신탁 제2호,2019-05-23,Mezzanine,미래에셋대우,34,34,992.72,-0.71,-0.69,-0.40,-0.73,-9.16,-0.73
라이노스,라이노스 코리아글로벌 듀얼메자닌 전문투자형 사모증권투자신탁 제1호 A,2017-03-17,Mezzanine,NH투자,106,115,"1,113.06",5.89,0.96,0.65,9.39,5.00,11.31
라이노스,라이노스 하이일드메자닌 전문투자형 사모증권투자신탁,2016-10-24,Mezzanine,미래에셋대우,9,11,"1,329.05",12.06,-0.04,0.01,15.49,12.38,32.91
라이언,라이언 Blue 코넥스 하이일드 JG 전문투자형 사모투자신탁 1호,2019-05-22,Mezzanine,NH투자,8,8,997.43,-0.31,-0.55,-0.12,-0.26,-3.13,-0.26
라이언,라이언 Blue 프로젝트 스냅스 YB 전문투자형 사모투자신탁 제1호,2019-06-14,Mezzanine,KB증권,15,15,"1,000.06",0.01,0.00,-0.01,0.01,0.31,0.01
라이언,라이언 Blue 하이일드 JG 전문투자형 사모투자신탁 1호,2019-05-22,Mezzanine,NH투자,20,20,"1,001.47",0.08,0.02,-0.01,0.15,1.79,0.15
리코,리코-시너지콜라보멀티메자닌전문투자형사모투자신탁제1호,2017-05-26,Mezzanine,NH투자,98,108,"1,098.18",2.56,0.82,-0.14,6.07,4.74,9.82
리코,리코-시너지콜라보멀티메자닌전문투자형사모투자신탁제2호,2017-06-13,Mezzanine,NH투자,74,81,"1,101.96",2.70,1.09,-0.10,6.51,5.04,10.20
밸류시스템,밸류시스템 대광 글로벌 메자닌 전문투자형 사모투자신탁,2018-01-18,Mezzanine,KB증권,172,179,"1,059.03",-1.86,-1.59,0.18,4.42,4.15,5.90
브레인,브레인 전문투자형 사모투자신탁 14호 종류 A,2017-05-29,Mezzanine,NH투자,62,74,"1,180.02",2.41,-0.45,-0.11,4.72,8.73,18.00
브레인,브레인 전문투자형 사모투자신탁 4호 종류 C-S,2016-08-12,Mezzanine,NH투자,54,65,"1,261.72",-3.15,-3.49,0.01,-5.01,9.16,26.17
브레인,브레인 전문투자형 사모투자신탁 5호 종류 C-S,2016-08-11,Mezzanine,NH투자,13,16,"1,290.27",-12.10,-13.21,-0.01,-1.93,10.15,29.03
브레인,브레인 전문투자형 사모투자신탁 8호 종류 C-S,2016-11-07,Mezzanine,-,63,81,"1,293.50",3.21,1.07,-0.49,4.72,11.21,29.35
브레인,브레인 전문투자형 사모투자신탁 9호 종류 C-S,2016-11-30,Mezzanine,-,38,50,"1,331.91",-7.85,-8.66,0.00,0.06,12.98,33.19
수성,수성메자닌 전문투자형사모증권투자신탁 종류C,2017-01-23,Mezzanine,KB증권,44,45,"1,099.20",0.06,0.03,0.00,3.52,4.12,9.92
썬앤트리,썬앤트리 JK-RED 메자닌 전문투자형 사모투자신탁 제6호,2018-08-17,Mezzanine,NH투자,10,10,987.68,-0.08,-0.03,-0.01,-0.69,-1.46,-1.23
썬앤트리,썬앤트리 JK-RED 메자닌 전문투자형 사모투자신탁제7호,2018-09-20,Mezzanine,NH투자,18,18,992.03,-0.06,-0.02,-0.01,-0.52,-1.06,-0.80
썬앤트리,썬앤트리 JK-RED 메자닌 전문투자형 사모투자신탁제8호,2018-09-20,Mezzanine,NH투자,10,10,"1,048.34",0.39,0.13,0.06,3.31,6.44,4.83
씨스퀘어,씨스퀘어 PJT 메자닌 전문투자형 사모투자신탁 1호,2017-02-24,Mezzanine,NH투자,22,23,"1,089.69",0.04,0.13,-0.04,0.64,3.86,8.97
씨스퀘어,씨스퀘어 PJT 메자닌 전문투자형 사모투자신탁 3호,2017-06-05,Mezzanine,NH투자,23,23,"1,020.65",0.05,-0.01,0.00,-0.76,1.01,2.07
씨스퀘어,씨스퀘어 PJT 메자닌 전문투자형 사모투자신탁 4호,2017-07-19,Mezzanine,NH투자,24,23,973.84,-5.41,-2.27,-0.16,-7.06,-1.36,-2.62
씨스퀘어,씨스퀘어 PJT 메자닌 전문투자형 사모투자신탁 5호 C,2017-12-06,Mezzanine,NH투자,16,16,"1,050.23",6.01,1.70,0.00,9.37,3.26,5.02
씨스퀘어,씨스퀘어 TF강남 메자닌플러스 전문투자형 사모투자신탁 1호,2017-02-22,Mezzanine,NH투자,38,38,"1,097.23",-0.60,-1.44,-0.12,6.51,4.18,9.72
씨스퀘어,씨스퀘어 메자닌 플러스 전문사모투자신탁 2호 A,2016-06-28,Mezzanine,NH투자,77,82,"1,252.95",0.58,0.13,-0.03,1.21,8.49,25.29
씨스퀘어,씨스퀘어 메자닌 플러스 전문사모투자신탁 3호 A,2016-08-19,Mezzanine,NH투자,52,54,"1,162.86",-1.29,-0.84,-0.25,-3.95,5.74,16.29
씨스퀘어,씨스퀘어 메자닌 플러스 전문사모투자신탁 4호,2016-08-10,Mezzanine,NH투자,46,50,"1,225.91",0.34,-0.87,-0.26,-0.10,7.89,22.59
씨스퀘어,씨스퀘어 메자닌 플러스 전문사모투자신탁 5호 C1,2016-08-22,Mezzanine,NH투자,34,34,"1,150.28",0.09,0.05,-0.13,0.64,5.31,15.03
씨스퀘어,씨스퀘어 메자닌플러스 전문투자형 사모투자신탁 10호 C,2017-07-06,Mezzanine,NH투자,29,31,"1,111.73",1.73,0.46,-0.19,9.87,5.70,11.17
씨스퀘어,씨스퀘어 메자닌플러스 전문투자형 사모투자신탁 11호,2017-12-27,Mezzanine,NH투자,32,34,"1,060.78",2.10,-0.58,-0.28,2.07,4.10,6.08
씨스퀘어,씨스퀘어 메자닌플러스 전문투자형 사모투자신탁 12호 A,2018-06-25,Mezzanine,NH투자,27,26,966.13,0.36,0.23,0.56,2.16,-3.42,-3.39
씨스퀘어,씨스퀘어 메자닌플러스 전문투자형 사모투자신탁 6호 A,2016-10-14,Mezzanine,NH투자,25,26,"1,290.41",1.29,0.78,0.59,3.66,10.82,29.04
씨스퀘어,씨스퀘어 메자닌플러스 전문투자형 사모투자신탁 7호 A,2017-02-13,Mezzanine,NH투자,43,45,"1,107.01",1.61,0.18,0.18,8.23,4.55,10.70
씨스퀘어,씨스퀘어 메자닌플러스 전문투자형 사모투자신탁 8호 A,2017-02-15,Mezzanine,NH투자,17,17,"1,086.93",0.32,-0.20,-0.14,1.35,3.71,8.69
씨스퀘어,씨스퀘어 메자닌플러스 전문투자형 사모투자신탁 9호 A,2017-05-18,Mezzanine,NH투자,15,16,"1,123.40",1.27,-0.21,-0.17,6.97,5.90,12.34
아너스,아너스 메자닌플러스 전문투자형사모투자신탁 제1호A클래스,2017-05-22,Mezzanine,NH투자,67,65,969.44,-0.09,-0.03,-0.01,-0.75,-1.47,-3.06
아샘,아샘 메자닌포커스 전문투자형 사모투자신탁 1호,2017-03-15,Mezzanine,한투증권,41,41,"1,060.63",0.37,0.22,-0.16,-1.81,2.67,6.06
아샘,아샘 메자닌플러스 전문투자형 사모투자신탁 2호 A,2017-03-17,Mezzanine,한투증권,65,71,"1,108.02",0.29,-0.65,-0.14,0.15,4.77,10.80
아샘,아샘메자닌플러스전문투자형사모투자신탁1호C-S,2016-08-25,Mezzanine,한투증권,105,122,"1,259.92",1.18,-0.63,-0.14,4.38,9.21,25.99
아이앤제이,아이앤제이 메자닌 전문투자형 사모투자신탁 1호(채권혼합),2017-07-13,Mezzanine,한투증권,43,61,"1,413.67",9.53,11.21,3.29,18.32,21.33,41.37
아이앤제이,아이앤제이 메자닌 전문투자형 사모투자신탁 2호(채권혼합) 1종,2018-07-16,Mezzanine,한투증권,48,76,"1,105.52",1.60,1.65,0.52,4.73,11.33,10.55
아이앤제이,아이앤제이 메자닌 전문투자형 사모투자신탁 3호[채권혼합] 1종,2018-07-17,Mezzanine,한투증권,22,22,"1,061.75",0.38,0.13,0.05,3.22,6.65,6.18
아이앤제이,아이앤제이 메자닌 전문투자형 사모투자신탁 4호(채권혼합) 2종,2018-09-19,Mezzanine,한투증권,111,120,"2,241.12",4.26,1.38,0.59,52.18,164.73,124.11
아이온,아이온 아스테르 전문투자형 사모투자신탁,2017-05-17,Mezzanine,NH투자,10,10,"1,130.09",-0.09,-0.03,-0.01,0.25,6.21,13.01
아크임팩트,아크임팩트 메자닌 전문투자형사모투자신탁 제 1호 종류A,2018-04-13,Mezzanine,KB증권,25,25,992.88,-0.03,-0.01,-0.01,-0.29,-0.60,-0.71
안다자산,안다 메자닌 전문투자형사모투자신탁 제3호 C-I클래스,2017-03-21,Mezzanine,삼성증권,162,164,"1,098.37",0.64,0.14,0.01,2.98,4.37,9.84
안다자산,안다 메자닌 전문투자형사모투자신탁 제4호 C-I클래스,2017-09-27,Mezzanine,삼성증권,152,174,"1,264.02",3.32,0.71,-0.23,12.04,15.25,26.40
안다자산,안다 메자닌 전문투자형사모투자신탁 제5호 C-S클래스,2018-03-27,Mezzanine,삼성증권,307,307,"1,001.58",2.26,-0.91,0.13,8.37,0.13,0.16
알펜루트,알펜루트 Fleet 2 전문투자형 사모투자신탁 제1호 종류 A,2017-04-26,Mezzanine,한투증권,17,17,"1,067.61",0.00,0.00,0.00,0.00,3.14,6.76
오라이언,오라이언 메자닌 전문투자형 사모투자신탁 제11호,2018-03-27,Mezzanine,KB증권,10,10,962.75,0.58,0.17,0.06,5.43,-3.01,-3.72
오라이언,오라이언 메자닌 전문투자형 사모투자신탁 제5호 (Class C-S),2017-11-15,Mezzanine,NH투자,29,25,"1,100.69",0.02,0.01,0.00,-14.34,6.30,10.07
오라이언,오라이언 메자닌 전문투자형 사모투자신탁 제6호 (Class C-S),2018-02-01,Mezzanine,KB증권,28,28,"1,035.30",0.14,0.05,0.02,1.12,2.55,3.53
오라이언,오라이언 메자닌 전문투자형 사모투자신탁 제7호,2018-01-22,Mezzanine,NH투자,106,108,"1,018.06",0.07,0.02,0.01,0.63,1.28,1.81
지브이에이,지브이에이 Mezz-V 전문투자형사모투자신탁 Class C1,2018-04-20,Mezzanine,삼성증권,344,348,"1,053.87",3.67,1.48,0.20,7.82,4.61,5.39
푸른파트너스,푸른히스토리메자닌알파전문투자형사모투자신탁제1호,2017-08-31,Mezzanine,미래에셋대우,10,9,"1,036.43",2.69,1.43,-0.11,3.27,2.02,3.64
플랫폼파트너스,플랫폼파트너스 스마트메자닌4.0 전문투자형사모투자신탁1호 종류A,2018-01-26,Mezzanine,KB증권,81,101,"1,249.14",-5.64,-4.60,0.85,13.16,17.80,24.91
플랫폼파트너스,플랫폼파트너스 스마트메자닌4.0 전문투자형사모투자신탁2호 종류A,2018-02-12,Mezzanine,KB증권,63,62,972.56,-0.32,-0.58,-0.13,3.37,-2.03,-2.74
플랫폼파트너스,플랫폼파트너스 액티브메자닌 전문투자형사모투자신탁12호 종류A,2017-11-28,Mezzanine,KB증권,55,62,"1,125.11",-3.92,-3.00,0.46,7.42,8.01,12.51
플랫폼파트너스,플랫폼파트너스 액티브메자닌 전문투자형사모투자신탁14호 종류A,2018-01-23,Mezzanine,KB증권,80,95,"1,180.81",-4.83,-3.82,0.54,10.27,12.84,18.08
한&파트너스,한&파트너스 메자닌플러스 전문투자형사모투자신탁,2017-11-15,Mezzanine,삼성증권,22,26,"1,266.01",1.19,0.26,0.14,2.53,16.65,26.60
제이앤제이,제이앤제이 포커스 전문투자형사모투자신탁 제3호 S,2018-02-28,"Long only
Multi-Strategy",미래에셋대우,23,20,936.84,3.54,1.11,-0.41,10.83,-4.82,-6.32
제이앤제이,제이앤제이포커스전문투자형사모투자신탁제1호 S,2016-11-23,"Long only
Multi-Strategy",한투증권,68,59,"1,221.84",3.58,1.12,-0.41,10.68,8.61,22.18
제이앤제이,제이앤제이포커스중소형주전문투자형사모투자신탁제1호 S,2018-02-19,"Long only
Multi-Strategy",NH투자,21,19,892.87,3.75,0.43,-0.63,11.41,-8.03,-10.71
비전,비전 알파스트레티지 부케팔로스 전문투자형 사모투자신탁 제1호 종류 A,2017-08-14,Long biased,미래에셋대우,2,2,947.94,2.03,0.96,-0.06,14.95,-2.81,-5.21
DB,DB코스닥벤처전문투자형사모증권투자신탁 제1호[채권혼합-파생형] 종류 A,2018-05-30,KOSDAQ Venture,NH투자,125,131,"1,079.71",1.32,0.40,-0.05,4.53,7.52,7.97
피티알,PTR 코스닥벤처기업 전문투자형 사모투자신탁 제1호(클래스A),2018-04-20,KOSDAQ Venture,한투증권,108,149,"1,377.15",-2.83,-3.25,-0.45,28.67,32.24,37.72
쿼터백,QB V1 공모주 전문투자형 사모투자신탁 제1호 Class C-W,2019-05-24,KOSDAQ Venture,NH투자,30,30,"1,000.90",0.08,0.06,0.00,0.09,1.17,0.09
쿼터백,QB V1 하이일드 전문투자형 사모투자신탁 제1호 Class C-W,2019-05-24,KOSDAQ Venture,NH투자,70,70,"1,004.25",0.21,0.06,0.00,0.43,5.54,0.43
에스피,SP Pre-IPO 전문투자형 사모투자신탁 1호 C-S,2018-03-28,KOSDAQ Venture,한투증권,268,264,984.63,-0.11,-0.04,-0.02,-0.13,-1.25,-1.54
WWG,WM6전문투자형사모투자신탁,2019-04-23,KOSDAQ Venture,NH투자,74,74,999.64,-0.04,-0.01,-0.01,-0.04,-0.22,-0.04
WWG,WWG Special Opportunity 전문투자형 사모투자신탁 10호,2019-03-12,KOSDAQ Venture,NH투자,5,5,"1,025.39",12.31,3.99,-0.68,2.54,9.18,2.54
WWG,WWG Special Opportunity 전문투자형 사모투자신탁 1호,2018-03-30,KOSDAQ Venture,NH투자,18,20,"1,215.79",2.24,-0.09,-0.30,10.09,17.58,21.58
WWG,WWG Special Opportunity 전문투자형 사모투자신탁 5호 A,2018-06-08,KOSDAQ Venture,NH투자,20,20,"1,033.81",0.77,0.05,-0.04,3.35,3.26,3.38
WWG,W코스닥벤처(M)전문투자형사모투자신탁제1호ClassC,2018-05-08,KOSDAQ Venture,KB증권,121,119,"1,006.15",2.99,1.26,0.86,5.04,0.55,0.62
WWG,W코스닥벤처(S)전문투자형사모투자신탁제1호,2018-04-09,KOSDAQ Venture,미래에셋대우,56,52,933.24,0.35,-0.54,-0.13,6.10,-5.56,-6.68
WWG,W크래프트PVG전문투자형사모투자신탁1호,2018-05-11,KOSDAQ Venture,미래에셋대우,10,8,766.32,0.83,0.39,0.07,-0.42,-21.01,-23.37
WWG,W크래프트사모투자신탁1호 Class C-S,2017-07-25,KOSDAQ Venture,NH투자,84,70,917.97,0.55,0.04,-0.21,-1.66,-4.30,-8.20
WWG,W크래프트전문투자형사모투자신탁제2호ClassA,2018-05-24,KOSDAQ Venture,신한금융투자,29,24,816.99,0.38,0.09,0.27,4.80,-17.00,-18.30
지큐,골든키 Bonanza IPO 전문투자형 사모투자신탁 1호 종류 C-1,2018-02-20,KOSDAQ Venture,한투증권,21,22,"1,155.52",1.76,-0.25,-0.22,6.56,11.68,15.55
글로벌원,글로벌원코스닥벤처전문투자형사모투자신탁1호,2018-07-25,KOSDAQ Venture,미래에셋대우,32,35,"1,151.99",1.95,0.97,-0.07,11.17,16.76,15.20
나눔,나눔 벤처 전문투자형 사모증권투자신탁 WPCGB 제2호,2018-04-12,KOSDAQ Venture,NH투자,54,52,"1,043.66",-0.14,-1.24,-0.05,2.26,3.66,4.37
나눔,나눔 벤처 전문투자형 사모증권투자신탁 WPCGB 제5호 종류A,2019-04-16,KOSDAQ Venture,미래에셋대우,73,72,996.46,-0.22,0.08,-0.02,-0.35,-1.96,-0.35
나눔,나눔 벤처 전문투자형 사모증권투자신탁 제1호,2018-04-10,KOSDAQ Venture,한투증권,149,146,"1,078.24",-0.19,-1.29,-0.12,4.23,6.53,7.82
나눔,나눔 벤처 전문투자형 사모증권투자신탁 제4호,2018-10-30,KOSDAQ Venture,한투증권,16,16,"1,032.74",-0.10,-1.19,-0.12,2.80,5.11,3.27
나눔,나눔 액티브 전문투자형 사모증권투자신탁 제1호,2018-07-09,KOSDAQ Venture,한투증권,90,113,"1,250.74",0.22,1.04,-1.08,8.54,26.37,25.07
나눔,나눔 하이일드 전문투자형 사모증권투자신탁 WPCGB 제10호 종류C,2018-12-20,KOSDAQ Venture,미래에셋대우,45,45,"1,005.73",0.01,0.00,-0.01,0.61,1.14,0.57
나눔,나눔 하이일드 전문투자형 사모증권투자신탁 WPCGB 제11호 종류A,2019-01-29,KOSDAQ Venture,미래에셋대우,34,34,"1,007.07",0.07,0.00,0.00,0.71,1.80,0.71
나눔,나눔 하이일드 전문투자형 사모증권투자신탁 WPCGB 제9호 종류C,2018-09-12,KOSDAQ Venture,한투증권,55,57,"1,019.13",0.07,0.03,-0.01,1.29,2.48,1.91
나눔,나눔 하이일드 전문투자형 사모증권투자신탁 제8호,2018-09-05,KOSDAQ Venture,한투증권,33,32,984.95,0.60,0.15,-0.09,-1.16,-1.90,-1.51
누림,누림더블유전문투자형사모투자신탁(제2종),2019-05-03,KOSDAQ Venture,한투증권,18,18,"1,016.13",0.71,0.30,0.08,1.61,12.02,1.61
